"","DPVAT_1","DPVAT_2","NDPVAT_3","DPVAT_4","OVF_5","SAF_6","NDPVAT_7","DPVAT_8","OVF_9","SAF_10","NDPVAT_11","DPVAT_12","OVF_13","SAF_14","NDPVAT_15","DPVAT_16","SAF_17","NDPVAT_18","NDPVAT_19","SAF_20","SAF_21","DPVAT_22","DPVAT_23","DPVAT_24","SAF_25","DPVAT_26","NDPVAT_27","SAF_28","OVF_29","NDPVAT_30","SAF_31","OVF_32","DPVAT_33","DPVAT_34","NDPVAT_35","SAF_36","DPVAT_37","SAF_38","NDPVAT_39","DPVAT_40","NDPVAT_41","NDPVAT_42","NDPVAT_43","NDPVAT_44","SAF_45","DPVAT_46","SAF_47","SAF_48","NDPVAT_49","OVF_50","SAF_51","NDPVAT_52","SAF_53","NDPVAT_54","DPVAT_55","OVF_56","OVF_57","DPVAT_58","SAF_59","OVF_60","NDPVAT_61","OVF_62","DPVAT_63","OVF_64","SAF_65","SAF_66","DPVAT_67","NDPVAT_68","OVF_69","OVF_70","OVF_71","OVF_72","OVF_73","NDPVAT_74","OVF_75","DPVAT_76","SAF_77","NDPVAT_78","DPVAT_79","OVF_80","SAF_81","OVF_82","DPVAT_83","NDPVAT_84","OVF_85","OVF_86","OVF_87","NDPVAT_88","SAF_89","OVF_90","DPVAT_91","OVF_92","DPVAT_93","NDPVAT_94","SAF_95","NDPVAT_96","DPVAT_97","OVF_98","SAF_99","SAF_100","DPVAT_101","OVF_102","NDPVAT_103","DPVAT_104","SAF_105","OVF_106","NDPVAT_107","SAF_108","DPVAT_109","DPVAT_110","NDPVAT_111","SAF_112","NDPVAT_113","OVF_114","OVF_115","SAF_116","OVF_117","DPVAT_118","NDPVAT_119"
"CTGF",10.42491408,11.48611462,11.05660167,11.68954687,9.872199586,10.54618786,10.31697532,11.22303453,9.833905481,10.25190337,10.35071761,9.970850404,9.344893424,11.02933135,9.582870509,11.22944122,10.24119156,9.284392146,8.589617854,10.74630328,10.69119361,11.41137176,10.4045835,11.35489196,10.83170116,10.86149329,10.2599936,9.499356918,9.802669791,10.8809229,10.40760916,9.87807205,12.35178095,12.26021504,10.991937,10.58427625,11.98013415,10.38968126,10.52086584,10.50621055,10.719944,9.845585179,10.40792413,10.08576001,10.58097162,11.20488713,9.655305974,11.15002506,9.49815234,10.054446,10.09868654,10.80056696,9.836428151,8.547303667,11.88217111,8.999309993,9.217322598,10.32181136,10.54203635,9.910539526,10.78314698,9.33476345,9.538001797,9.507987822,11.68116488,9.710289409,11.0679625,8.926880225,10.58510176,8.815312117,9.484506423,10.1247128,9.735713707,8.151521025,9.959367098,11.44203265,10.08795575,9.720780545,11.96502751,9.779585174,10.44985592,10.15827806,10.84880728,10.01562133,9.007000598,10.12684932,9.163158401,10.00780901,10.29542866,8.501777712,12.52258266,9.178899391,11.18276448,10.03021023,10.91769267,10.26172669,10.59720215,9.344112847,10.53504159,9.797693997,10.88484639,9.220309613,9.366719458,13.11443056,10.38779455,8.97771243,11.67501507,10.37520282,12.30921552,10.42249673,10.61904325,10.43262926,9.996681257,9.371148678,9.613496703,10.10580334,9.955470893,8.468760971,9.762298139
"IER2",7.64764164,7.650534698,7.343476723,7.475822086,7.686125221,7.223429584,7.30286741,7.762860342,7.160736615,7.509918258,7.287314856,7.625410471,7.389573674,7.082814165,7.31335055,7.831063844,7.135846617,7.302979423,7.650833069,7.5058069,7.793896058,8.080820222,7.868762653,8.656744365,7.506153881,8.072842996,7.555467326,7.431469121,7.797486836,7.366894023,7.519944139,7.404643903,8.687970527,8.119161844,7.712219455,7.340228674,8.108381208,7.039166523,7.577677543,7.205951513,7.296979996,7.938991995,7.323951874,7.3841107,7.179712253,8.239610723,7.047979988,7.91843979,7.401433577,7.433411243,7.331182343,7.333299759,7.284640197,7.944083027,7.798451943,7.523337501,7.656320284,7.944724023,7.317552316,7.714456989,7.617723918,7.979590824,7.574052133,7.651419303,7.445346717,7.594633771,8.403581769,7.725567023,7.657792356,8.062277502,7.668349727,7.705679645,7.688760014,7.775071818,7.422367114,7.852818771,7.350080781,7.867236494,8.400040431,7.5831182,7.705857279,7.932421814,7.933352196,7.460760221,7.691258905,7.697494759,7.720856103,7.464667678,7.517318586,7.612372808,8.109059922,7.437774904,8.155683028,7.618979522,7.688002747,7.589575421,8.131424385,7.537670131,7.907162107,7.594445332,7.814650602,7.750115632,7.650624764,9.059341505,7.557338191,7.676799771,8.717278611,7.28820733,8.259471852,8.185156566,7.179924243,7.493098753,7.251495968,7.653509109,7.590908726,7.534761918,7.215608201,7.553311602,7.414894676
"PADI4",7.198627,7.70648,6.836491,6.922089,6.873746,6.64352,7.116063,7.169032,6.599859,6.771643,7.053913,7.238761,6.760961,6.681086,6.977663,7.734787,6.682089,6.708939,7.129517,6.776179,6.697172,7.357174,7.320659,7.36143,7.075767,9.026051,6.805699,6.690701,6.707593,7.329734,6.836287,6.7131,7.681787,7.436702,7.046911,7.19434,7.989068,6.7583,7.321209,7.108735,7.177404,7.097845,6.897988,7.190562,6.690929,7.354404,6.833827,6.891389,6.838882,6.874418,6.730046,7.367069,6.756473,7.614853,7.892573,6.806264,6.783004,7.413697,6.698971,6.660436,7.057939,6.738739,6.958958,6.766612,6.660088,6.741943,8.226334,7.127083,6.797084,6.81789,6.880807,6.697994,6.722334,6.948341,6.675319,7.949912,6.723785,7.439757,7.830648,6.790987,6.992672,6.964369,7.53379,7.69469,6.790781,7.018024,7.173773,6.693389,6.713496,6.611762,6.793473,6.658989,7.565851,6.916535,6.615491,6.779459,7.605675,6.616118,6.98565,6.745338,7.415636,6.628784,6.925436,7.217452,6.798657,6.83661,6.986565,6.704711,7.523203,7.290304,7.066119,6.809057,6.854146,6.718578,6.821201,6.672745,6.762597,6.794479,6.913405
"EGR3",7.131583,7.131639,6.807355,8.286089,7.055245,6.809243,6.826335,8.078773,6.768127,6.803762,7.082282,7.241633,7.206772,6.928765,6.872419,7.613783,6.808314,6.82479,6.800061,6.824972,6.892644,7.849445,7.012926,7.842857,6.807101,7.270355,7.285535,6.75693,6.864065,6.875448,6.843066,6.865432,8.398225,9.32981,6.990816,6.792379,8.08325,6.845923,6.911834,7.055038,6.733715,6.866137,6.841586,6.927363,6.8755,7.675258,7.154363,6.95316,6.988073,6.878617,6.845252,6.630505,6.668676,7.012766,7.764016,6.712476,6.73391,6.919024,6.705784,6.704403,6.965969,7.031532,6.693454,6.783729,6.723404,6.932709,7.343084,7.042902,7.401643,6.748025,6.716169,6.817234,6.980813,7.024939,6.771585,7.175306,6.852248,7.189521,9.630171,7.08411,7.56822,7.043372,7.225245,6.786874,6.703666,6.787922,6.754969,6.805525,6.975975,6.804237,8.144905,6.733343,7.340205,6.826152,7.615375,6.848576,7.365988,7.015694,7.258791,6.827234,6.874379,7.030262,6.733687,9.912743,6.654627,6.806434,9.161166,6.746013,8.279432,7.549476,6.734212,6.809952,6.923578,6.808549,7.536667,6.803288,6.751743,7.01616,6.890847
"CCL3",7.254087999,7.215979908,6.867375562,8.539216477,6.831835068,6.829334425,7.042558268,8.495047814,7.648980092,6.804404831,6.81165,7.193541623,6.803040025,6.76581019,7.092017402,7.364579365,6.864962822,6.915934787,7.191109225,6.947768248,7.739240785,7.403038056,6.772337077,7.612372901,6.807100824,6.822546873,6.690095788,6.75956497,6.737876493,6.74059215,6.796355886,6.960602794,7.818753207,7.311290674,6.864520276,6.842880931,7.677383408,6.779583544,6.795739347,6.815900365,7.106526448,7.190207186,6.724215996,6.744545758,6.886363658,6.90163627,6.765041668,7.024046913,6.825021773,6.877218232,6.779036938,6.804791655,6.985682568,7.51921971,7.873389658,6.761715086,7.053785065,7.188579533,6.915359508,6.82722812,6.965968656,6.85276914,6.802747668,7.084766624,7.055591565,6.91875791,7.045512083,7.036923649,6.826421252,6.735615545,6.826473598,7.026296261,6.673125101,7.525241157,6.94400263,7.434068763,6.767299888,7.14607576,8.223846047,6.956309288,7.890454785,7.304469599,7.14141858,6.735416299,6.807638322,7.241316088,6.800268523,6.730559512,6.780078642,6.715780044,7.332505991,6.971794247,7.169672133,6.752530216,7.296829565,6.746483247,8.065979994,6.793972455,7.428046556,6.626005578,7.200798085,6.887496813,6.778550809,7.211262037,6.701482245,6.976398178,7.405651431,6.949252433,8.171813558,7.770908472,6.707784041,6.920551214,6.786674477,6.834301584,6.610023161,6.70440648,6.750120344,7.05216899,6.890847271
"SPRY1",9.781456,10.24433,10.40564,10.57829,10.60061,11.25984,10.38102,11.11592,10.32547,10.91741,10.42381,9.642605,10.4668,11.3011,10.0655,10.61175,11.17787,10.28584,8.36759,11.1023,11.10128,10.56401,10.45845,10.40977,11.07685,10.48116,10.24266,10.90874,10.21558,10.2645,11.0492,10.01347,11.5302,11.88394,9.905315,11.00297,11.26087,11.05,10.46624,9.92395,10.11535,9.993652,10.34141,10.40107,11.45895,10.61378,10.61964,11.33032,9.561221,10.4283,10.80005,9.995188,11.38068,9.102901,10.76694,10.26268,9.739386,10.42212,10.8677,10.00126,10.29895,9.754499,10.72375,9.901429,11.13666,10.47674,10.5147,9.375482,9.849978,9.625357,9.672623,9.877733,10.33762,8.439767,10.59255,10.51735,11.24498,9.531807,11.73179,10.05511,10.90825,10.34602,10.88849,10.70688,10.68119,10.33069,10.64371,10.18477,10.27746,10.24814,10.92361,9.759227,10.75923,10.39146,10.93865,9.829701,10.51992,9.992959,10.84988,10.353,10.48396,9.97544,10.09072,12.07667,11.12421,9.977817,11.293,11.11209,11.21545,10.04895,9.893666,11.15181,10.12054,10.47288,10.22789,11.30478,10.13452,10.32786,10.13684
"KLF6",11.59067,11.76337,11.20199,11.81116,11.37363,10.95897,11.01836,11.5128,11.32902,11.01487,11.36018,11.32973,11.12097,11.25071,10.99405,11.90112,10.84466,11.03509,11.36921,11.18481,11.6594,11.80022,11.05336,11.39292,11.0567,11.58457,11.40962,11.13208,11.58908,11.36766,10.92447,10.86888,12.05596,11.50229,11.27721,11.44606,11.83705,10.77154,11.7114,11.28639,11.08385,11.58718,10.9282,10.78257,11.46581,11.65716,11.13958,11.50495,11.15004,11.54191,10.89362,10.90856,11.27386,11.20508,11.52761,11.4869,10.79097,11.19766,10.88729,10.98928,10.65817,11.00277,10.45667,10.82012,10.8594,10.7569,11.50951,10.92381,11.52061,10.89847,11.2372,11.12365,10.8687,10.92985,11.19101,11.45775,10.48074,10.82245,12.29992,10.9241,11.2315,11.30269,11.47776,10.54487,10.74754,11.22956,10.82422,10.8689,11.06644,11.1508,11.38167,11.05726,11.77842,11.27036,11.89113,10.82711,10.97764,10.60293,10.76732,11.0428,11.86092,11.16661,10.89021,12.64339,10.83057,11.35674,11.86507,11.15256,12.23218,11.889,11.42573,11.09337,11.14138,11.06042,11.33158,10.76522,11.10774,11.17726,11.0563
"MYC",9.236740005,8.899408268,8.586687304,9.509615061,9.016893042,8.993277756,8.745839893,9.529413537,8.461721225,8.204601316,9.190981651,9.472263688,8.793402657,9.016291029,8.677137295,9.218663327,9.400928511,8.990930251,8.67606616,8.602226439,8.852310217,8.820887515,9.173697056,9.486284909,8.827440438,9.342540316,9.005868431,8.704591814,8.126886069,8.066953183,8.927346065,8.281700948,10.39732041,10.47656628,8.577668047,8.907958971,10.02523064,8.657303441,8.641557908,8.850685531,8.421323286,8.488083012,8.759328049,8.189360808,9.380092776,9.49876598,8.681099635,9.448346145,8.533812007,8.309695935,8.233421526,8.093933134,9.003943982,8.597806637,9.322174643,7.835591654,7.894890109,8.467570966,8.393702525,7.901206049,8.391944916,7.950583364,8.49836724,7.803565657,8.438447643,7.722257274,8.778133084,8.501966404,8.20571622,7.063086927,7.813591823,8.063988633,8.139991681,9.23472512,8.54295056,9.373360497,8.701874272,9.258108816,10.86896249,9.027229334,10.2214938,8.449976845,9.439677169,9.185486547,7.909555031,8.302189647,7.884150168,7.911712767,8.037344169,7.870092215,9.222633561,7.935870341,8.9560385,8.352554116,9.138844396,8.273530204,8.956486342,8.076007174,8.526123836,8.040814634,8.53603707,7.845237871,8.072882058,10.65840554,8.725798238,7.974427172,10.03028146,8.690878803,9.296758726,8.972312048,7.840327433,8.613918452,7.931697179,7.957879582,8.504115828,8.339914827,7.833015074,8.482470503,8.573768434
"ATF3",8.318702,8.879378,8.102971,9.450284,7.761105,7.307121,7.673703,9.580525,7.795679,7.629471,7.668233,8.148082,7.251766,7.275407,7.239733,8.360883,7.243542,7.740434,7.064974,7.525214,7.593405,8.399836,8.040737,9.341301,7.307599,7.685628,7.490059,7.067117,7.609266,7.597769,7.182962,7.723526,10.14977,10.27858,7.520639,7.207813,9.260805,7.311526,8.062941,7.425743,7.300262,7.923571,7.551136,7.352452,7.64235,8.789242,7.556986,8.055127,7.118448,7.797796,7.200986,7.465912,7.663839,7.733558,8.630611,7.748655,7.484696,8.145215,7.665816,7.731329,7.85087,7.33208,7.172609,7.602848,7.368814,7.055901,7.850348,7.180365,7.732538,6.950337,7.754912,7.538759,7.629802,7.124331,7.59451,8.894662,7.255407,7.166715,10.98968,7.648558,9.692871,8.054885,7.661233,7.700291,7.157599,8.098324,7.0408,7.468496,7.279541,7.3727,8.967812,7.55084,8.377214,7.588904,9.062035,7.487934,8.483015,7.384409,7.737411,7.230882,7.449159,7.873353,7.433381,11.91971,7.411672,7.372214,11.81284,7.393727,9.642531,8.549253,7.551185,7.27561,7.550427,7.309566,7.575702,7.600762,7.493379,7.358649,7.326307
"IER3",9.582048283,8.989417149,8.42493474,10.49396207,8.150579669,8.675559599,8.501920364,10.09007139,8.101058642,8.240406153,8.194096643,9.476525765,8.04431385,8.610628613,8.376768399,9.607997613,8.800775716,8.653596435,9.225480887,9.344394624,9.338675591,9.188994193,8.485409693,10.24197169,8.735656535,8.342331663,8.012129664,8.701628018,7.753126602,8.275103694,8.561727979,7.761399668,9.79714571,9.667169846,8.514436374,8.305373222,8.445694885,8.496042579,7.595473934,8.063584204,8.580262554,9.054789092,8.231046828,7.586597016,8.494631539,9.421427764,8.162711725,9.477928533,8.704103935,7.94385128,8.568207199,7.829927571,8.637086811,8.710880274,9.370192506,7.947708626,7.771527635,8.439396969,8.725630837,8.049250765,8.451184103,7.824654134,7.917969388,7.842769139,8.665269456,8.325907132,9.068336857,8.686827581,8.23345052,8.078528119,7.910507425,8.009701087,8.153808908,8.358599678,7.498188711,8.175340289,7.901833796,8.963529063,10.32744198,7.514314851,8.433919311,7.648921801,8.143943969,7.922730231,7.808963236,7.650162741,7.890535216,8.220454849,7.995810444,7.702245138,10.2577931,7.628867688,8.682220105,8.052317927,9.720823283,7.925731651,8.867129035,7.736866524,9.275145441,8.357382866,8.309731545,7.928241222,7.818646107,10.64461532,8.46994492,7.880875,10.03407455,8.531860465,9.2380416,9.653062262,8.345529735,9.019144744,7.973459106,7.871768789,7.477836526,7.801272747,7.804786158,7.857989541,8.255658671
"PHLDA1",7.220247454,7.330507064,7.507598809,8.121324233,7.449035382,7.014803205,7.408992693,7.71233131,7.628648375,7.302187753,7.581219995,7.567172486,7.180095221,7.42422624,7.104641298,7.698985077,7.431784385,7.201172603,7.009216652,7.108630504,6.990068921,7.752680252,7.077688896,7.859840814,7.440118066,7.386820222,7.204113431,7.356169106,7.04107584,7.180956677,7.239942214,7.442113237,8.411941279,7.943173353,7.063872435,7.173482112,8.881374389,6.942929685,7.215614749,7.108735212,7.4665804,7.101679079,7.272250593,7.100794925,7.311805699,7.695617285,7.247872949,7.398330017,7.10073362,7.715288737,7.288031224,7.197436106,7.144976904,7.178191132,7.991429549,7.212248659,6.978283991,7.415914746,7.085565079,7.155017967,7.205462797,6.844872915,7.180008184,7.359786355,7.281811967,7.060103703,7.619224625,7.083184749,7.224003236,6.959490225,7.27557061,7.08142197,6.920590681,7.048635151,7.012933232,7.143329675,6.793007307,7.005542592,9.069330036,7.194857213,7.839965509,7.59441061,7.342964445,7.327723658,6.763070435,7.631758683,6.848967852,7.227065526,6.994729679,6.850598567,7.560195417,7.444440524,7.688123266,7.179058909,7.655923061,7.242417624,7.464230826,6.987168518,7.468626751,7.275396387,7.380910373,7.499001312,7.07272462,8.658959711,7.263181738,7.378168263,8.09760634,7.144625495,7.880447683,7.686679693,7.129587857,7.067054198,6.780908082,6.772542059,7.02509438,7.008368973,7.034698799,7.068247023,7.332248283
"BTG2",9.316792,8.99204,8.59352,10.27781,8.46231,8.682663,8.615487,9.934816,8.309019,8.374016,8.706291,9.10082,8.952306,8.130829,9.175099,9.873959,8.489127,8.701028,8.942854,8.448061,8.699324,9.16356,8.254945,9.828364,8.498449,9.753805,8.117157,8.301409,8.179379,8.181509,8.151344,8.649365,9.920291,10.07865,8.795892,8.922548,10.40873,8.264516,8.54552,8.2016,8.023375,8.404518,8.152699,9.243907,8.050773,8.764101,8.146339,8.850836,8.717909,7.831611,8.052181,8.264389,7.932908,8.580903,9.002334,8.14008,7.968438,8.404168,7.878787,8.105587,8.001735,8.371057,8.599022,8.007553,7.787377,8.363963,8.759583,8.683721,8.336178,8.216371,8.023072,7.9193,8.305716,9.176229,8.318857,8.910024,8.288131,8.831979,10.08633,8.609409,9.793304,8.719322,9.237526,8.83636,8.460438,8.72777,8.506795,8.06979,8.273416,8.277541,8.953536,7.992419,8.694902,8.257422,8.474022,7.978487,9.068896,8.218359,8.7035,8.250402,8.517807,8.109731,8.326527,10.78229,8.194761,8.233823,10.12575,7.898992,9.041248,8.823243,8.012247,8.070996,8.321479,8.047499,8.845282,8.108639,8.298256,8.429454,7.981841
"ADAMTS1",8.380700323,9.245466082,8.775260641,9.428198235,9.282292625,8.875035692,8.45681598,9.289691503,8.10352457,8.298796195,9.34462887,8.863765709,8.927979146,9.170990491,7.989641135,9.283113268,8.97820529,8.732485024,7.389302062,8.382431087,8.74292271,9.118027264,9.154999171,9.693204071,8.723061602,8.796898749,9.046003118,8.486393741,8.848167213,8.645929177,8.755223501,8.076893381,11.04779394,10.91633366,8.369609763,8.965014287,10.18180223,8.575727199,8.823466512,9.223916641,8.650263106,8.570115611,8.942322337,8.371936937,9.511290552,9.062349944,8.850362542,9.488383915,8.152893972,8.622068283,8.968646639,8.098183546,8.603377603,7.590699242,10.04063539,8.405000779,8.52481553,8.792593643,8.310508351,8.405984738,8.559896089,8.208444544,8.589193589,7.686018592,8.860617252,8.190124395,9.211331802,7.933258032,9.155694566,8.093026514,8.131213224,8.489347782,9.254137012,7.458765294,8.285672127,9.301118579,8.483937772,7.454201435,11.20058933,9.176645869,9.480581471,8.838350142,9.128733388,9.139193507,8.177405526,8.717420848,8.272029341,8.801496309,8.428810433,8.145425697,9.579046355,8.483375964,9.135414064,8.623529852,9.122956541,8.915453257,9.010901279,8.386702767,8.689333409,8.59960059,8.910655307,8.088719676,8.509714087,12.46547603,8.697103599,8.695778941,11.7837833,8.42460535,10.40931784,9.247631227,7.791791987,8.446306188,8.539367127,8.212199357,9.869919307,9.024906694,8.602678407,8.415275946,8.861398473
"PPP1R15A",9.643255569,10.37814759,9.584959812,9.614861101,9.504037525,9.393633069,9.190178987,10.22081026,9.366076122,9.250778495,8.789964296,9.277419749,8.815583119,8.95046853,8.617789219,9.476861985,9.052566338,9.248970977,9.014155526,9.607866376,9.714004342,10.54153361,9.037682601,9.962470054,9.201138769,8.86410412,9.345578195,9.301218436,9.158261318,9.391631744,9.107306268,9.227785908,10.74963781,10.3346541,9.24463818,9.088399692,10.96625747,9.375389662,9.141719362,8.966101108,9.233028596,9.152697828,8.864704046,8.241521631,9.33395312,10.20105653,8.727425411,9.440279418,9.036709461,8.900474129,9.175862356,9.34849822,9.375289207,8.843249003,9.880141809,9.26994908,9.377668447,9.405625679,9.664922702,9.369478742,9.693820932,9.361315635,9.110159247,9.099286851,9.147872775,9.016123852,9.611126905,8.970020755,10.00553005,9.342671268,9.699442968,9.191946545,9.354580359,8.824381752,9.479017825,10.26663961,9.076281237,9.046976573,10.91641168,9.72559789,10.65723319,9.694311362,9.681217088,9.463840786,8.64611462,9.725984808,8.809160299,9.419992842,9.406804312,9.208025586,10.32020036,9.434727888,9.946609357,9.171418713,10.27085651,9.822962948,10.15150775,9.445179289,9.568207667,9.079517269,9.644325416,9.532905162,9.062385438,11.98384657,9.088843575,9.646021246,11.05135337,9.050182965,10.57913002,10.06431033,9.830627112,9.538405861,9.412561055,9.038155499,9.377827501,9.070812156,9.422861105,8.766479132,9.382486881
"SLC11A1",7.077021,7.763778,7.113923,7.218923,6.831835,7.385466,7.21186,7.134669,7.231555,6.998371,7.0308,7.005038,6.940729,6.870445,7.015814,7.843732,8.679644,6.763053,7.070004,6.946058,7.020506,7.537724,7.32146,7.207339,7.213046,9.265638,6.794045,6.936868,6.940429,7.97009,6.888343,7.231573,7.664785,8.082788,6.906123,7.33951,8.140082,7.280758,7.247937,6.953082,7.038067,7.452618,6.949447,7.301625,7.156264,7.80242,7.17032,7.49758,6.823255,6.884196,7.100565,7.348013,7.270798,6.785626,8.230562,7.309831,6.802838,7.804403,6.966474,6.976185,7.012761,6.711289,6.904362,7.033799,7.186552,6.824117,8.250047,6.956794,7.092317,6.730781,6.766315,6.797857,6.817876,6.7033,6.686304,8.065921,6.806352,6.61019,7.022278,6.678565,6.995541,7.213221,7.583711,7.518048,7.228391,7.302247,7.004602,6.690444,7.001299,6.725104,6.773231,6.896964,7.654713,7.360568,7.04091,6.975521,7.97936,6.742412,7.675791,7.873304,7.576627,6.969003,6.70013,7.253799,6.883256,6.853583,6.962432,7.609364,7.78392,7.187631,6.994692,7.227424,7.106137,6.76857,7.022915,6.950911,6.917582,7.122791,6.898957
"PLA2G2A",8.980675,8.240958,8.40049,10.76855,9.40539,9.027186,7.403515,8.983432,9.600166,7.880277,9.347132,7.877335,7.411201,7.775601,6.962089,9.392709,9.082764,7.668498,6.815896,8.135106,8.835724,8.375465,8.356361,9.719193,8.035806,8.596755,7.008412,8.500513,7.905182,10.15965,7.570124,8.248094,9.074268,11.36041,7.229596,7.965869,9.534382,7.433712,7.097896,7.363193,11.0945,6.902802,7.920365,7.838986,7.223119,7.647943,7.080798,7.2989,6.723118,8.242677,8.071544,8.10567,9.502813,7.752955,11.65003,10.22725,8.792663,11.19645,9.375207,8.949965,8.567012,9.059234,7.53484,9.273789,9.600854,8.524238,10.65812,6.684622,8.221214,8.336341,10.20061,7.610043,8.887814,6.632529,9.243658,7.928933,9.112994,6.676876,10.65723,8.468131,8.746733,8.342265,8.418008,7.052675,9.082676,8.39993,9.062372,7.603438,8.814624,7.371294,11.04726,8.680891,9.079822,9.28558,8.455779,8.639964,8.624636,8.374888,8.86754,8.605401,7.901675,7.772088,7.359024,10.92613,7.689181,8.540953,6.938017,10.28115,11.06971,8.467397,7.087726,8.583261,7.670015,8.287179,8.066355,8.384794,8.343995,7.7116,9.687065
"VCAN",8.748411006,9.360920199,9.556500954,11.17651122,9.4567712,8.417674817,9.674259261,9.383425818,9.354186925,8.070002738,9.456336356,8.574701619,8.95661947,8.911144601,8.249789876,10.03104765,8.491278564,9.545435504,7.090709378,7.925835969,8.223659394,9.913566227,9.382983174,10.23220592,8.226979066,10.50821817,8.636060436,8.162560244,9.484849175,10.12681746,9.158442213,9.832857074,10.88244091,11.0625617,8.705253337,8.808103216,10.46695736,8.251664545,9.311619473,9.454133654,10.66846596,9.468932821,9.718558798,9.322933065,8.094208167,9.85102786,8.837027983,8.826977478,7.674670107,9.70679494,8.559020986,8.572522414,7.98018836,7.668062615,11.03355574,8.759172978,8.54632301,9.853947473,7.780959012,9.796178682,9.58733285,8.4783523,9.199532259,9.405044753,9.729897709,9.116434674,9.992082072,7.580894784,10.0903062,8.832544519,9.182445055,9.049255082,9.487557577,7.39863634,9.619973355,9.272297473,8.545916799,7.196782998,9.58115661,9.738478533,8.502663825,9.41124714,10.06275972,9.351124392,8.782611273,9.472357704,8.833838705,9.606592267,8.841512011,8.571196503,11.46209154,8.979892611,9.746571509,9.50391497,8.2380837,8.055598189,8.875861015,8.542382446,8.184363276,7.757689748,10.10100902,8.695938206,8.825241325,9.956355167,8.334367798,8.635943101,8.455051356,8.09794726,10.25701525,8.576359027,8.332336988,8.481285795,8.764953001,9.146718563,8.43527245,8.287015717,9.712542931,8.389857897,10.12895801
